KEGG_KO	Bee_Amellifera_hv13_2	Bee_Amellifera_hv15_1	Bee_Amellifera_wild_1	Bee_Bimpatiens_hv3_1	Bee_Bimpatiens_hv4_1	Bee_Bimpatiens_hv4_2	Flower_eDNA
K11695	0	26	0	0	0	0	0
K11699	214	12	277	5	2	4	0
K11701	0	0	0	4	0	0	0
K11703	0	6	0	0	0	0	0
K11704	4	8	4	149	0	0	0
K11705	4	6	4	86	0	0	0
K11706	2	0	0	116	0	16	0
K11707	7	101	12	10	8	2	4
K11708	766	38	1895	35	6	3	0
K11709	2314	50	5048	195	74	160	18
K11710	2697	1391	5127	312	111	222	45
K11711	0	12	8	0	0	0	0
K11713	1	0	0	0	2	0	0
K11714	4	0	0	0	0	0	0
K11715	98	9	121	4	0	4	0
K11716	2	0	0	0	0	0	0
K11717	5719	2702	11583	1727	662	1720	108
K11718	19	0	0	4	4	30	0
K11719	1215	42	1994	224	68	162	15
K11720	1982	64	4143	317	161	232	39
K11721	62	16	60	0	0	0	0
K11722	60	16	58	0	0	0	0
K11723	0	0	0	8	1	19	0
K11724	10	16	4	0	0	0	0
K11726	0	0	0	0	0	6	0
K11727	0	4	0	0	1	0	0
K11728	1	8	0	0	0	0	0
K11729	0	56	0	2	0	0	0
K11730	0	12	0	0	0	0	0
K11731	8	8	0	0	0	0	4
K11732	3954	81	8554	186	33	24	49
K11733	14362	4336	27935	3372	1306	4130	316
K11734	991	34	1704	210	59	131	15
K11735	716	70	2308	155	81	76	6
K11736	28	0	1	7	0	30	0
K11737	5511	5924	9878	692	276	791	128
K11738	16	114	106	18	6	0	8
K11740	4	0	0	0	0	8	0
K11741	973	80	1675	150	61	89	23
K11742	30	4	254	59	54	51	0
K11743	4	0	65	154	42	28	0
K11744	38	0	0	2	4	20	8
K11745	64	20	0	0	12	6	2
K11746	139	8	253	10	0	0	0
K11747	89	30	12	7	26	26	2
K11748	117	101	426	19	23	4	4
K11749	5543	1283	10520	1078	310	653	141
K11750	741	0	1468	337	182	120	26
K11751	3417	65	6997	1103	514	589	134
K11752	4258	641	8667	857	382	697	118
K11753	7020	2175	13959	2071	817	1803	113
K11754	8687	2515	17091	2406	933	2357	179
K11755	2051	613	4686	452	221	537	42
K11756	0	0	0	9	0	8	0
K11757	1	6	0	0	0	9	0
K11758	0	0	4	0	0	0	0
K11759	0	0	0	0	0	6	0
K11760	0	0	0	19	8	12	0
K11761	8	8	0	15	20	14	0
K11762	0	0	0	0	12	7	0
K11763	0	4	0	0	0	12	0
K11765	0	1	0	0	0	0	0
K11766	0	0	0	0	0	8	0
K11768	0	0	2	9	0	43	0
K11770	0	0	0	0	0	17	0
K11771	6	0	0	0	1	4	0
K11772	60	14	90	10	0	26	0
K11775	0	0	0	19	8	12	0
K11776	0	0	0	0	0	1	0
K11778	40	1	14	16	2	24	0
K11779	21	12	6	0	0	0	0
K11780	0	0	4	0	0	0	0
K11781	0	0	4	0	0	0	0
K11784	0	14	4	0	0	0	0
K11786	6	0	2	45	4	163	0
K11787	9	4	143	701	328	441	0
K11788	3120	207	6594	337	67	310	77
K11789	25	8	0	1	0	0	0
K11790	5	5	0	0	0	0	0
K11793	1	0	0	0	0	0	0
K11797	184	4	180	0	0	0	0
K11798	178	4	176	0	0	0	0
K11799	6	0	8	0	0	0	0
K11800	1	71	0	0	1	1	0
K11801	1	0	0	0	0	0	0
K11802	3	0	0	1	0	0	0
K11804	1	0	0	0	0	0	0
K11805	12	17	0	13	2	14	0
K11806	74	0	142	10	1	21	0
K11807	8	8	0	0	0	0	0
K11808	2	10	1	25	0	75	0
K11811	34	10	40	8	8	12	0
K11812	6	6	0	6	0	20	0
K11813	6	6	0	6	0	20	0
K11814	139	476	139	6	8	14	2
K11815	139	398	139	6	8	14	2
K11816	24	0	0	1	0	0	2
K11817	6	0	2	0	0	0	0
K11818	7	0	0	1	0	0	0
K11819	0	0	0	6	0	0	0
K11820	2	0	6	0	0	0	0
K11824	2	11	0	2	0	22	0
K11825	12	40	0	7	0	1	0
K11826	1	0	0	4	6	0	0
K11827	0	2	0	0	0	0	0
K11828	0	4	0	0	0	0	0
K11829	0	11	0	0	0	3	0
K11833	0	10	0	0	0	2	0
K11835	106	0	59	8	0	47	0
K11836	75	10	135	22	28	43	0
K11837	0	6	0	0	0	0	0
K11838	83	39	109	16	8	47	0
K11839	44	0	28	2	0	37	0
K11840	5	4	0	0	0	0	0
K11841	2	4	0	0	0	10	0
K11842	0	0	0	12	0	17	0
K11843	5	16	0	18	4	48	0
K11844	5	4	0	0	0	0	0
K11845	3	60	0	0	0	0	0
K11848	0	6	0	0	0	0	0
K11849	0	0	0	6	0	12	0
K11850	0	0	8	0	0	0	0
K11852	0	0	4	0	0	2	0
K11853	0	1	6	2	0	0	0
K11855	94	4	44	1	0	0	0
K11856	0	0	4	0	0	2	0
K11857	0	21	0	0	0	0	0
K11858	1	0	0	2	0	0	0
K11860	0	3	0	0	0	0	2
K11862	1	0	0	0	0	0	0
K11863	1	4	0	0	2	0	0
K11866	8	0	0	0	0	10	0
K11867	0	0	0	0	0	2	0
K11868	2	0	0	0	0	1	0
K11870	0	0	0	8	0	22	0
K11871	0	0	0	0	0	4	0
K11872	0	0	0	12	0	16	0
K11873	4	0	0	10	0	9	0
K11874	0	12	0	22	0	38	0
K11883	14	12	42	6	0	11	0
K11884	14	12	20	2	0	22	0
K11885	0	3	0	0	0	30	0
K11886	8	0	8	2	0	10	0
K11887	3	7	2	0	0	0	0
K11888	4	0	0	0	0	9	0
K11890	234	0	386	12	6	9	4
K11891	3683	54	5223	953	425	521	80
K11892	890	10	1496	191	88	126	17
K11893	1976	51	3017	384	206	254	36
K11894	90	6	597	46	24	60	1
K11895	2769	73	3542	1123	576	626	33
K11896	2338	78	3774	687	337	378	50
K11897	120	0	183	6	0	10	0
K11898	256	0	327	10	14	0	2
K11900	1932	39	3956	432	334	252	44
K11901	464	0	992	64	67	35	26
K11902	296	8	411	16	9	60	0
K11903	620	4	1199	92	81	76	12
K11904	29670	1036	47777	20686	9095	10570	621
K11905	218	26	562	83	45	20	1
K11906	435	8	566	111	109	49	4
K11907	3956	69	6980	431	239	306	92
K11908	0	0	16	0	0	0	0
K11909	77	0	202	4	0	7	0
K11910	1580	8	2024	689	265	423	22
K11911	64	4	184	47	10	18	0
K11912	1014	0	1992	58	36	13	62
K11913	0	0	21	12	4	40	0
K11914	46	24	233	6	6	32	0
K11915	0	0	247	0	4	0	0
K11916	0	12	147	0	0	0	0
K11921	490	8	538	26	8	2	0
K11922	115	2	280	11	4	2	8
K11924	4	0	8	0	0	0	0
K11925	8	20	2	7	12	68	0
K11926	4	0	0	0	0	4	0
K11927	3654	130	8709	274	104	173	69
K11928	1730	40	4177	597	326	488	73
K11929	2048	24	3380	500	290	331	30
K11931	20	0	0	0	0	4	0
K11932	393	8	646	20	4	4	5
K11933	0	0	1	0	0	4	0
K11934	0	0	0	1	0	12	0
K11935	4	12	0	0	1	4	0
K11936	937	441	1785	109	26	66	18
K11937	2	0	0	0	0	0	0
K11938	0	0	0	0	0	16	0
K11939	1011	57	1855	322	237	547	28
K11940	12	0	0	10	0	0	0
K11941	7	0	5	0	0	1	0
K11942	0	8	0	0	0	0	0
K11952	2	0	1	0	0	0	0
K11953	0	0	1	0	0	0	0
K11956	0	0	2	0	0	0	0
K11957	0	0	0	0	0	10	0
K11959	712	24	997	38	32	6	4
K11960	397	6	423	22	20	34	15
K11961	382	2	709	36	4	24	13
K11962	283	2	413	4	4	4	8
K11963	176	9	267	13	10	10	10
K11964	4	4	0	0	0	0	0
K11967	0	3	0	0	0	0	0
K11968	12	1	0	12	0	0	2
K11969	0	16	0	1	0	0	0
K11974	2	7	4	0	1	0	0
K11975	5	1	0	0	0	0	0
K11976	4	0	0	0	0	0	0
K11977	0	10	0	0	0	0	0
K11978	1	8	0	4	0	0	1
K11979	0	0	0	0	0	10	0
K11981	2	6	0	0	0	0	0
K11982	67	44	32	0	0	3	0
K11984	12	2	0	0	0	0	0
K11985	2	0	0	0	0	0	0
K11986	3	0	0	0	0	0	0
K11987	0	12	0	0	0	0	0
K11991	4563	1456	8849	1142	389	822	121
K11992	2	0	2	6	0	0	0
K11996	0	8	0	0	0	29	0
K11997	5	23	0	2	3	6	0
K11999	0	4	0	0	0	0	0
K12000	0	2	0	0	0	0	0
K12005	0	4	0	0	0	0	0
K12006	0	20	0	0	0	0	0
K12009	0	4	0	4	0	0	0
K12010	0	24	0	0	0	0	0
K12011	0	46	0	0	0	0	0
K12012	0	2	0	4	0	0	0
K12015	1	44	0	30	20	14	0
K12019	0	10	0	0	0	0	0
K12021	0	4	0	0	0	0	0
K12022	33	791	8	4	8	14	8
K12023	0	2	0	0	0	0	0
K12025	0	6	0	0	0	0	0
K12026	2	3	0	0	0	0	0
K12027	0	4	0	0	0	0	0
K12029	0	10	0	0	0	0	0
K12031	0	2	0	0	0	0	0
K12033	0	2	0	0	0	0	0
K12034	0	2	0	0	0	0	0
K12035	2	18	2	2	0	0	0
K12038	0	8	0	0	0	0	0
K12040	3	18	0	0	0	0	0
K12041	0	16	0	8	0	10	0
K12045	0	0	2	0	1	0	0
K12046	0	0	2	0	1	0	0
K12047	0	7	0	0	0	0	0
K12055	63	6	962	195	12	12	0
K12056	15	74	2	0	0	2	0
K12057	0	16	4	4	0	0	0
K12058	1	5	15	0	0	0	0
K12059	12	0	0	0	0	0	0
K12060	20	0	63	0	0	0	0
K12061	8	11	0	0	0	0	0
K12062	2	16	0	0	0	0	0
K12063	22	12	60	6	14	6	0
K12064	2	4	0	0	0	0	0
K12065	20	32	24	3	0	0	0
K12066	0	2	0	0	0	0	0
K12067	8	0	1	0	0	0	0
K12070	13	0	345	6	4	0	0
K12071	27	18	2601	55	11	7	0
K12072	5	8	9	0	0	0	0
K12075	0	10	0	0	0	0	0
K12076	10	14	1	0	0	0	0
K12077	1	0	0	0	0	0	0
K12078	0	0	2	0	0	0	0
K12080	2	0	57	12	2	5	0
K12083	0	0	21	2	9	22	0
K12085	0	0	0	0	0	6	0
K12090	0	0	168	60	50	78	0
K12108	3	0	114	16	16	17	0
K12111	374	6	486	21	0	54	16
K12112	6	0	10	0	0	0	0
K12115	0	0	0	2	0	2	0
K12117	0	0	0	2	0	2	0
K12118	4	0	5	2	0	0	0
K12120	2	0	4	0	0	0	0
K12124	0	0	0	0	0	0	1
K12126	2	0	0	0	0	0	0
K12128	1	0	0	0	0	0	0
K12130	1	0	0	0	0	0	0
K12132	21658	5392	44271	7632	3005	8196	377
K12133	16	0	0	0	0	0	0
K12134	16	0	0	0	0	0	0
K12135	1	0	0	0	0	0	0
K12136	6	0	22	0	0	0	0
K12137	30	2	4	0	0	0	0
K12139	8	0	16	0	0	0	0
K12140	0	0	10	0	0	0	0
K12141	21	0	20	0	0	0	0
K12142	34	6	59	0	0	0	0
K12143	0	22	4	0	0	0	0
K12144	8	0	18	0	0	0	0
K12145	8	0	0	0	0	0	0
K12146	40	0	6	16	0	0	0
K12147	8	0	0	0	1	2	0
K12149	0	0	0	10	0	0	0
K12151	0	4	0	0	0	0	0
K12152	28	2	294	9	0	4	0
K12153	24	6	0	6	0	20	0
K12154	6	6	0	6	0	20	0
K12156	7	0	0	1	0	0	0
K12158	8	0	25	2	0	15	0
K12160	22	75	40	0	4	20	0
K12161	6	0	18	0	2	4	0
K12162	3	9	2	0	0	0	0
K12164	6	4	0	0	0	0	0
K12165	1	4	0	0	0	0	0
K12166	0	8	0	0	0	0	0
K12167	0	0	0	0	0	2	0
K12168	0	0	0	0	0	2	0
K12170	0	12	0	0	0	0	0
K12171	0	1	0	0	0	0	0
K12172	1	5	0	9	0	2	0
K12173	0	24	0	0	0	0	0
K12175	14	12	0	0	0	0	0
K12176	4	0	0	0	7	5	0
K12177	6	0	0	0	0	0	0
K12179	12	24	0	0	0	4	0
K12181	2	0	0	0	0	0	0
K12182	0	0	0	10	0	7	0
K12183	1	0	0	0	3	3	0
K12184	2	0	0	0	0	16	0
K12188	2	0	0	3	0	0	0
K12189	0	30	0	2	0	8	0
K12190	3	0	0	4	4	3	0
K12191	0	0	0	12	0	20	0
K12193	0	0	0	6	0	9	0
K12194	4	0	0	0	1	8	0
K12196	3	0	0	6	9	50	0
K12197	2	0	0	0	0	2	0
K12198	1	1	0	4	0	17	0
K12200	2	0	2	0	0	0	0
K12203	11	0	25	0	0	1	0
K12205	8	0	0	0	0	0	0
K12206	6	0	3	0	0	0	0
K12209	6	0	0	0	0	0	0
K12210	214	12	752	94	78	118	20
K12213	2	0	0	0	0	2	0
K12216	10	0	30	124	93	52	0
K12217	20	0	1	0	0	0	4
K12218	8	0	0	0	0	0	0
K12227	0	8	0	0	0	0	0
K12230	0	6	2	0	0	0	0
K12231	9	3	0	0	0	0	0
K12232	0	16	0	0	0	39	0
K12234	0	6	2	0	0	0	0
K12235	3	0	0	0	0	0	0
K12236	14	44	0	11	0	4	0
K12237	742	0	635	24	2	4	13
K12238	834	12	1360	89	12	20	5
K12239	478	9	2083	68	9	16	2
K12240	119	8	1403	25	2	0	6
K12241	12	0	123	4	0	0	0
K12242	171	0	213	20	0	0	4
K12243	316	6	969	26	5	2	10
K12251	39	0	11	12	5	4	0
K12252	527	0	783	21	2	2	0
K12254	19	10	114	12	0	0	0
K12255	9	2	0	6	0	0	0
K12256	421	58	1866	75	14	75	28
K12257	4213	62	9874	263	37	15	55
K12259	2	0	0	2	0	0	0
K12261	0	20	4	14	12	87	0
K12262	403	40	687	21	16	20	0
K12264	4	0	0	0	0	0	0
K12265	28	0	0	0	0	0	0
K12266	0	20	560	3	4	0	0
K12267	4200	1804	7911	1422	506	1397	78
K12268	6	1659	0	0	0	0	8
K12269	26	1987	0	0	0	0	15
K12270	4	1028	0	0	0	0	4
K12273	0	0	0	2	0	0	0
K12274	0	0	0	4	0	1	0
K12275	32	0	53	8	4	20	0
K12276	15	0	33	0	0	10	0
K12279	1	0	0	0	0	0	0
K12283	30	0	72	0	2	0	0
K12287	23	0	120	13	1	5	0
K12288	2	0	0	2	0	20	0
K12289	39	0	88	0	10	8	0
K12290	0	0	0	12	0	4	0
K12291	0	0	0	6	0	28	0
K12292	1697	205	2671	127	14	466	37
K12293	29	2	1	172	0	171	0
K12294	202	25	279	27	2	0	6
K12296	764	739	1295	71	8	6	18
K12297	2302	65	6584	812	398	831	62
K12298	8	12	6	0	0	0	0
K12300	0	8	0	0	0	0	0
K12301	4	27	6	0	1	0	0
K12302	4	12	6	0	0	0	0
K12303	2	0	0	0	0	0	0
K12306	0	0	0	0	0	2	0
K12308	17162	546	38532	2601	937	2857	266
K12309	11	18	9	0	0	0	4
K12311	0	2	0	0	0	0	0
K12313	1	8	0	2	0	0	0
K12314	1	8	0	2	0	0	0
K12315	1	8	0	2	0	0	0
K12316	1	4	0	0	0	0	0
K12317	4	0	0	1	11	8	0
K12318	1	24	8	0	0	1	0
K12319	1	30	9	0	0	1	0
K12321	1	4	0	0	0	0	0
K12322	1	4	0	0	0	0	0
K12323	15	50	2	1	0	0	0
K12324	12	25	0	1	0	0	0
K12331	1	0	1	0	0	0	0
K12337	0	4	0	0	0	0	0
K12339	62	68	853	45	4	5	2
K12340	2860	87	6668	476	218	211	44
K12341	3	0	0	0	0	0	0
K12343	0	6	0	0	0	0	0
K12344	0	4	0	0	0	0	0
K12346	32	47	0	12	1	107	0
K12347	0	0	0	0	0	1	0
K12348	16	4	0	0	0	0	0
K12349	5	8	12	3	4	4	0
K12350	1	0	0	0	0	0	0
K12351	0	0	0	6	0	41	0
K12353	4	0	0	0	0	0	0
K12354	4	2	0	0	0	0	0
K12355	11	0	36	1	0	0	0
K12356	15	0	0	2	0	0	0
K12362	0	7	0	0	0	0	0
K12364	0	7	0	0	0	0	0
K12365	0	8	4	0	0	0	0
K12366	0	2	0	0	0	0	0
K12367	1	23	0	0	0	0	0
K12368	2467	17	6960	176	113	118	1
K12369	474	20	1869	100	56	101	8
K12370	942	50	2711	249	75	174	24
K12371	227	13	1171	138	26	171	4
K12372	153	16	1015	133	87	109	6
K12373	2248	392	3996	813	567	567	39
K12374	0	4	0	0	0	0	0
K12375	0	8	0	0	0	0	0
K12378	3	2	0	0	0	0	0
K12379	1	0	0	0	0	0	0
K12380	0	4	0	0	0	0	0
K12382	0	2	0	0	0	0	0
K12384	2	6	2	10	0	0	0
K12385	17	18	4	29	0	2	0
K12386	2	0	0	0	0	3	0
K12389	2	0	0	11	0	0	0
K12391	3	30	1	5	4	60	0
K12392	12	37	0	0	0	1	0
K12393	2	3	12	54	7	129	0
K12394	20	46	18	9	0	8	0
K12395	2	46	0	0	0	4	0
K12396	5	15	0	0	0	69	0
K12397	1	26	0	6	0	2	0
K12398	4	16	2	0	0	13	0
K12399	0	0	3	10	0	13	0
K12400	1	1	8	2	0	2	0
K12403	0	2	0	0	0	1	0
K12404	2	0	0	4	2	33	0
K12405	0	0	0	4	0	5	0
K12406	8	9	0	0	0	1	0
K12407	82	1	96	6	0	0	0
K12409	0	1	0	0	1	0	0
K12410	6618	1645	13387	1399	543	1378	136
K12411	42	0	38	2	0	9	0
K12412	59	0	114	2	0	32	0
K12417	0	5	0	0	0	0	0
K12421	4	0	0	0	0	0	0
K12422	2	81	0	0	0	0	0
K12423	4	6	0	0	0	0	0
K12424	4	1	0	0	0	0	0
K12426	4	0	0	0	0	0	0
K12428	4	14	0	0	0	0	0
K12429	2	0	0	0	0	0	0
K12430	6	0	0	0	0	0	0
K12431	4	0	20	0	0	0	0
K12432	0	0	4	0	0	0	0
K12433	10	0	20	0	0	0	0
K12434	8	0	2	0	0	0	0
K12436	15	0	2	0	0	0	0
K12437	6	130	2	0	0	0	0
K12439	12	0	0	0	0	0	0
K12440	3	0	20	0	0	0	0
K12441	3	0	20	0	0	0	0
K12442	14	0	22	0	0	0	0
K12443	8	130	22	0	0	0	0
K12444	0	0	4	0	0	0	0
K12445	0	6	0	0	0	0	0
K12446	3	16	0	0	0	0	0
K12447	1	1	4	2	0	4	1
K12448	125	26	446	33	10	11	4
K12450	261	28	226	14	3	0	0
K12451	2	0	0	0	0	0	2
K12452	19	0	1	0	0	0	0
K12454	6	29	0	0	0	0	0
K12459	0	3	0	0	0	0	0
K12460	1	1	0	0	0	0	0
K12462	0	0	0	6	0	0	0
K12467	1	4	0	0	0	0	0
K12470	0	3	0	0	0	0	0
K12471	12	4	0	17	4	36	0
K12472	20	7	0	8	5	28	0
K12473	10	16	1	0	0	0	0
K12474	0	1	0	0	0	0	0
K12475	11	5	12	0	1	0	1
K12476	6	0	0	0	0	0	0
K12477	6	0	0	0	0	0	0
K12479	44	4	46	3	8	133	0
K12481	0	0	0	0	0	5	0
K12482	0	16	0	0	0	0	0
K12483	11	0	0	1	0	0	0
K12485	4	0	0	0	0	0	0
K12486	111	0	170	10	4	8	0
K12487	0	21	0	0	0	0	0
K12488	0	12	0	28	8	56	0
K12489	6	0	0	0	0	6	1
K12490	0	0	0	0	2	0	0
K12491	2	45	0	8	0	0	0
K12492	57	0	53	18	17	13	0
K12493	17	5	46	4	0	40	0
K12494	4	16	2	2	0	0	0
K12495	7	12	0	0	1	0	0
K12496	4	24	0	0	0	0	0
K12497	51	4	64	4	0	0	12
K12500	143	2	127	4	8	24	0
K12503	12	29	22	2	0	0	0
K12506	2216	118	4851	135	33	19	8
K12507	10	15	20	0	0	0	0
K12508	4	16	8	0	0	0	0
K12510	1983	167	4141	431	190	424	15
K12511	152	22	198	85	45	48	0
K12512	129	8	300	153	56	101	0
K12513	6	0	78	2	0	0	0
K12514	132	0	120	28	20	25	0
K12515	2	0	0	0	0	0	0
K12516	6	6	0	13	1	2	0
K12524	5462	317	12157	1568	736	1919	131
K12525	40	0	58	37	28	36	4
K12526	16	0	106	6	5	46	0
K12527	57	0	363	82	0	0	0
K12528	6	0	0	0	0	0	0
K12530	18	2	37	0	0	0	3
K12531	22	0	51	2	0	0	2
K12533	4	0	1	0	0	0	4
K12534	2	0	0	0	0	0	0
K12535	1	0	0	0	0	0	0
K12536	12	3	682	22	2	1	0
K12537	773	0	1366	39	4	4	4
K12538	4	2	693	16	0	5	0
K12539	2	0	2	0	0	0	0
K12540	8	0	0	0	0	0	0
K12541	2561	13	7394	211	63	87	43
K12542	1655	22	4797	158	48	118	30
K12543	1165	48	3358	87	34	18	12
K12545	0	0	291	1	0	6	0
K12548	0	0	1	0	0	0	0
K12549	90	4	292	3	0	0	0
K12551	2351	14	3725	348	40	336	60
K12552	4494	3908	8678	546	110	311	141
K12553	4371	4368	8285	628	104	445	162
K12554	0	26	0	0	0	0	0
K12555	6187	3421	11800	662	229	639	151
K12556	4494	3908	8678	546	110	311	141
K12562	1	8	0	4	0	62	0
K12563	0	4	1	0	0	0	0
K12564	0	4	1	0	0	0	0
K12567	124	159	85	6	1	3	7
K12571	1	4	0	1	2	14	0
K12572	0	4	0	4	5	28	0
K12573	12718	5541	25934	2558	1156	1455	282
K12574	14021	8582	28324	4107	1484	3458	374
K12580	49	0	103	2	0	29	0
K12581	102	381	60	2	14	32	0
K12582	0	0	0	0	0	28	0
K12583	20	57	0	0	0	0	2
K12584	22	0	48	4	0	11	0
K12585	138	52	311	50	0	107	4
K12587	2	4	0	0	0	1	0
K12589	26	0	30	4	0	1	0
K12590	6	8	0	0	0	0	0
K12591	5	0	1	4	0	4	0
K12592	0	1	0	0	0	0	0
K12595	0	4	0	6	8	30	0
K12596	0	0	1	3	0	8	0
K12597	11	2	0	0	0	0	0
K12598	328	19	403	52	12	60	4
K12599	168	11	284	64	1	67	0
K12600	2	0	4	18	0	8	0
K12601	0	0	0	0	0	12	0
K12602	0	0	0	0	0	12	0
K12603	38	8	115	12	2	70	0
K12604	113	8	167	9	3	60	0
K12605	3	0	16	3	0	19	0
K12606	57	30	80	0	0	65	0
K12607	0	0	0	0	0	0	1
K12608	0	0	0	8	0	54	0
K12609	0	0	0	2	0	43	0
K12610	4	0	0	0	0	0	0
K12611	4	0	0	0	0	0	0
K12612	4	0	0	0	0	0	0
K12613	46	0	47	2	0	38	0
K12614	1	32	0	3	0	48	0
K12615	0	7	0	0	0	0	0
K12616	6	1	0	0	0	0	0
K12617	0	2	0	3	0	4	0
K12618	0	7	0	1	5	56	0
K12619	142	11	156	30	12	127	0
K12620	14	0	36	4	0	16	0
K12621	30	0	21	1	0	10	0
K12622	0	8	0	0	12	2	0
K12623	6	8	22	0	0	2	0
K12624	0	0	0	0	0	2	0
K12625	0	0	0	1	0	0	0
K12626	0	0	0	0	0	16	0
K12627	0	2	0	0	0	0	0
K12637	4	8	0	0	0	0	0
K12642	13	614	8	16	5	1	2
K12643	5	3	2	0	0	3	0
K12648	0	8	0	0	0	1	0
K12655	2	0	0	0	0	19	0
K12657	6	8	2	0	0	10	1
K12658	551	8	2465	43	15	10	0
K12659	14	3	0	16	3	92	0
K12660	542	10	653	46	30	430	17
K12661	1169	34	1047	63	53	801	13
K12662	9	8	4	3	0	0	0
K12663	16	0	0	4	2	36	0
K12664	1	0	0	0	0	0	0
K12666	6	0	0	5	0	2	0
K12667	0	18	0	0	0	0	0
K12668	0	0	0	16	0	5	0
K12669	0	0	0	8	0	1	0
K12670	4	23	0	8	4	4	0
K12671	0	0	0	0	4	0	0
K12673	0	0	4	0	0	0	0
K12678	3312	7	4418	569	301	376	57
K12679	8	0	5	413	283	322	0
K12684	2	70	16	0	2	8	0
K12685	34	20	9	2	6	45	0
K12686	2	33	0	0	14	26	0
K12687	0	0	16	0	0	0	0
K12688	844	10	1010	58	2	6	4
K12700	4697	122	9349	401	143	814	114
K12732	0	0	0	0	0	35	0
K12733	0	0	3	0	0	0	0
K12734	3	107	0	2	0	2	0
K12735	1	10	0	0	0	0	0
K12736	0	3	0	0	0	0	0
K12737	12	4	0	0	0	4	0
K12741	9	9	0	0	0	0	0
K12742	1	4	0	0	0	0	0
K12743	0	0	3	0	0	0	0
K12756	12	273	0	0	0	9	1
K12757	34	272	42	0	0	9	1
K12761	16	0	5	10	0	28	0
K12762	0	0	0	4	0	8	0
K12763	0	0	0	20	0	20	0
K12765	0	0	0	14	0	2	0
K12766	30	0	66	14	0	83	0
K12767	2	0	0	10	4	58	0
K12771	0	0	0	0	0	1	0
K12778	91	0	102	6	2	0	0
K12782	0	0	0	10	0	0	0
K12792	1	0	0	0	0	0	0
K12795	26	12	16	0	0	14	0
K12796	0	16	0	0	0	1	0
K12798	0	14	0	0	0	0	0
K12800	4	24	0	0	4	0	0
K12807	0	8	0	0	0	0	0
K12811	16	8	45	3	0	28	0
K12812	140	25	218	19	1	105	0
K12813	5	28	0	8	8	138	0
K12814	0	8	0	8	8	97	0
K12815	22	17	0	0	0	47	2
K12816	4	25	2	0	0	0	0
K12817	7	0	0	0	0	0	0
K12818	544	12	873	702	355	404	5
K12819	1	0	2	4	0	33	0
K12820	4	16	2	23	6	85	0
K12821	1	0	0	0	0	1	0
K12823	327	22	463	28	0	95	0
K12824	2	4	0	2	0	12	0
K12825	15	36	0	0	0	12	0
K12826	1	0	0	0	0	6	0
K12827	0	35	0	0	0	5	0
K12828	82	70	90	4	0	50	0
K12829	68	4	152	21	0	20	0
K12830	4	26	3	7	0	36	1
K12831	4	0	0	0	0	36	1
K12832	0	0	0	4	0	12	0
K12833	8	0	12	4	0	0	0
K12834	5	0	0	0	0	6	0
K12835	2	0	4	0	0	3	0
K12836	5	0	8	0	0	11	0
K12837	5	1	0	2	6	0	0
K12838	0	6	0	0	0	0	0
K12839	2	0	0	0	0	0	0
K12840	0	8	0	3	0	1	0
K12841	0	0	0	3	0	0	0
K12842	0	0	1	0	0	0	0
K12843	2	0	0	1	0	0	0
K12844	0	4	0	2	0	9	0
K12845	69	6	86	2	0	41	0
K12847	4	246	3	7	2	0	1
K12848	0	0	0	1	0	6	0
K12849	0	0	0	0	0	22	0
K12850	1	0	0	0	0	0	0
K12851	0	0	0	0	0	8	0
K12852	8	12	0	1	0	23	0
K12853	0	9	0	1	0	20	0
K12854	216	30	280	49	0	69	0
K12855	15	359	2	7	2	11	2
K12856	123	54	114	41	10	179	0
K12857	0	6	0	0	0	0	0
K12858	13	80	5	4	0	24	0
K12859	1	0	0	6	0	64	0
K12860	18	0	33	0	4	11	0
K12861	0	0	0	0	0	0	2
K12862	16	12	1	11	2	41	0
K12864	0	8	0	16	0	7	0
K12866	2	0	0	0	0	0	0
K12867	20	16	8	8	0	0	0
K12869	7	0	4	6	0	9	0
K12870	2	18	0	6	0	0	0
K12871	4	6	0	0	1	0	0
K12872	9	0	0	0	0	7	0
K12873	8	2	6	0	0	0	0
K12874	3	30	2	0	0	9	0
K12875	0	5	0	0	0	0	0
K12876	1	0	0	0	0	0	0
K12879	10	26	10	4	0	5	0
K12880	2	0	2	12	0	0	0
K12881	2	0	0	11	0	1	0
K12882	1	8	0	10	0	10	0
K12883	35	0	42	0	0	10	0
K12884	5	10	1	0	0	0	0
K12885	50	62	1	6	11	30	0
K12887	0	3	0	0	0	0	0
K12888	0	3	0	0	0	0	0
K12889	0	2	0	0	0	0	0
K12890	7	1	0	0	0	0	0
K12891	0	0	0	0	0	1	0
K12892	0	4	0	0	0	0	0
K12893	51	0	107	4	0	2	0
K12895	5	10	1	0	0	0	0
K12896	11	230	0	0	0	6	0
K12897	276	0	402	14	0	2	0
K12898	0	5	0	0	0	0	0
K12900	0	1	0	0	0	5	2
K12940	1857	19	2809	226	161	156	45
K12941	3648	138	8238	1660	722	1731	65
K12942	681	40	1217	73	14	11	13
K12943	29	16	141	0	0	0	0
K12944	431	17	947	57	62	16	6
K12945	0	0	0	0	0	10	0
K12946	1	4	0	2	1	0	0
K12947	0	30	0	0	0	0	0
K12948	18	8	36	0	4	6	2
K12950	0	2	0	2	2	4	0
K12951	2	2	8	13	0	2	0
